CBSA_CODE,CBSA_TITLE,AREA_TYPE,CSA_TITLE,COUNTY,STATE_NAME,IS_CENTRAL
39300,"Providence-Warwick, RI-MA",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Kent County,Rhode Island,1
39300,"Providence-Warwick, RI-MA",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Newport County,Rhode Island,1
39300,"Providence-Warwick, RI-MA",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Providence County,Rhode Island,1
39300,"Providence-Warwick, RI-MA",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Washington County,Rhode Island,1
39340,"Provo-Orem, UT",Metro,"Salt Lake City-Provo-Orem, UT",Juab County,Utah,0
39340,"Provo-Orem, UT",Metro,"Salt Lake City-Provo-Orem, UT",Utah County,Utah,1
39380,"Pueblo, CO",Metro,"Pueblo-Cañon City, CO",Pueblo County,Colorado,1
39420,"Pullman, WA",Micro,"Pullman-Moscow, WA-ID",Whitman County,Washington,1
39460,"Punta Gorda, FL",Metro,"North Port-Sarasota, FL",Charlotte County,Florida,1
39500,"Quincy, IL-MO",Micro,"Quincy-Hannibal, IL-MO",Adams County,Illinois,1
39500,"Quincy, IL-MO",Micro,"Quincy-Hannibal, IL-MO",Lewis County,Missouri,0
39540,"Racine, WI",Metro,"Milwaukee-Racine-Waukesha, WI",Racine County,Wisconsin,1
39580,"Raleigh-Cary, NC",Metro,"Raleigh-Durham-Cary, NC",Franklin County,North Carolina,0
39580,"Raleigh-Cary, NC",Metro,"Raleigh-Durham-Cary, NC",Johnston County,North Carolina,1
39580,"Raleigh-Cary, NC",Metro,"Raleigh-Durham-Cary, NC",Wake County,North Carolina,1
39660,"Rapid City, SD",Metro,"Rapid City-Spearfish, SD",Meade County,South Dakota,1
39660,"Rapid City, SD",Metro,"Rapid City-Spearfish, SD",Pennington County,South Dakota,1
39700,"Raymondville, TX",Micro,"Brownsville-Harlingen-Raymondville, TX",Willacy County,Texas,1
39740,"Reading, PA",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Berks County,Pennsylvania,1
39780,"Red Bluff, CA",Micro,"Redding-Red Bluff, CA",Tehama County,California,1
39820,"Redding, CA",Metro,"Redding-Red Bluff, CA",Shasta County,California,1
39860,"Red Wing, MN",Micro,"Minneapolis-St. Paul, MN-WI",Goodhue County,Minnesota,1
39900,"Reno, NV",Metro,"Reno-Carson City-Fernley, NV",Storey County,Nevada,0
39900,"Reno, NV",Metro,"Reno-Carson City-Fernley, NV",Washoe County,Nevada,1
39940,"Rexburg, ID",Micro,"Idaho Falls-Rexburg-Blackfoot, ID",Fremont County,Idaho,0
39940,"Rexburg, ID",Micro,"Idaho Falls-Rexburg-Blackfoot, ID",Madison County,Idaho,1
39980,"Richmond, IN",Micro,"Richmond-Connersville, IN",Wayne County,Indiana,1
40060,"Richmond, VA",Metro,,Amelia County,Virginia,0
40060,"Richmond, VA",Metro,,Charles City County,Virginia,0
40060,"Richmond, VA",Metro,,Chesterfield County,Virginia,1
40060,"Richmond, VA",Metro,,Dinwiddie County,Virginia,1
40060,"Richmond, VA",Metro,,Goochland County,Virginia,0
40060,"Richmond, VA",Metro,,Hanover County,Virginia,1
40060,"Richmond, VA",Metro,,Henrico County,Virginia,1
40060,"Richmond, VA",Metro,,King and Queen County,Virginia,0
40060,"Richmond, VA",Metro,,King William County,Virginia,0
40060,"Richmond, VA",Metro,,New Kent County,Virginia,0
40060,"Richmond, VA",Metro,,Powhatan County,Virginia,0
40060,"Richmond, VA",Metro,,Prince George County,Virginia,1
40060,"Richmond, VA",Metro,,Sussex County,Virginia,0
40060,"Richmond, VA",Metro,,Colonial Heights city,Virginia,1
40060,"Richmond, VA",Metro,,Hopewell city,Virginia,1
40060,"Richmond, VA",Metro,,Petersburg city,Virginia,1
40060,"Richmond, VA",Metro,,Richmond city,Virginia,1
40080,"Richmond-Berea, KY",Micro,"Lexington-Fayette--Richmond--Frankfort, KY",Estill County,Kentucky,0
40080,"Richmond-Berea, KY",Micro,"Lexington-Fayette--Richmond--Frankfort, KY",Madison County,Kentucky,1
40100,"Rio Grande City-Roma, TX",Micro,"McAllen-Edinburg, TX",Starr County,Texas,1
40140,"Riverside-San Bernardino-Ontario, CA",Metro,"Los Angeles-Long Beach, CA",Riverside County,California,1
40140,"Riverside-San Bernardino-Ontario, CA",Metro,"Los Angeles-Long Beach, CA",San Bernardino County,California,1
40180,"Riverton, WY",Micro,,Fremont County,Wyoming,1
40220,"Roanoke, VA",Metro,,Botetourt County,Virginia,1
40220,"Roanoke, VA",Metro,,Craig County,Virginia,0
40220,"Roanoke, VA",Metro,,Franklin County,Virginia,0
40220,"Roanoke, VA",Metro,,Roanoke County,Virginia,1
40220,"Roanoke, VA",Metro,,Roanoke city,Virginia,1
40220,"Roanoke, VA",Metro,,Salem city,Virginia,1
40260,"Roanoke Rapids, NC",Micro,"Rocky Mount-Wilson-Roanoke Rapids, NC",Halifax County,North Carolina,1
40260,"Roanoke Rapids, NC",Micro,"Rocky Mount-Wilson-Roanoke Rapids, NC",Northampton County,North Carolina,0
40300,"Rochelle, IL",Micro,"Rockford-Freeport-Rochelle, IL",Ogle County,Illinois,1
40340,"Rochester, MN",Metro,"Rochester-Austin, MN",Dodge County,Minnesota,0
40340,"Rochester, MN",Metro,"Rochester-Austin, MN",Fillmore County,Minnesota,0
40340,"Rochester, MN",Metro,"Rochester-Austin, MN",Olmsted County,Minnesota,1
40340,"Rochester, MN",Metro,"Rochester-Austin, MN",Wabasha County,Minnesota,0
40380,"Rochester, NY",Metro,"Rochester-Batavia-Seneca Falls, NY",Livingston County,New York,0
40380,"Rochester, NY",Metro,"Rochester-Batavia-Seneca Falls, NY",Monroe County,New York,1
40380,"Rochester, NY",Metro,"Rochester-Batavia-Seneca Falls, NY",Ontario County,New York,1
40380,"Rochester, NY",Metro,"Rochester-Batavia-Seneca Falls, NY",Orleans County,New York,0
40380,"Rochester, NY",Metro,"Rochester-Batavia-Seneca Falls, NY",Wayne County,New York,0
40380,"Rochester, NY",Metro,"Rochester-Batavia-Seneca Falls, NY",Yates County,New York,0
40420,"Rockford, IL",Metro,"Rockford-Freeport-Rochelle, IL",Boone County,Illinois,1
40420,"Rockford, IL",Metro,"Rockford-Freeport-Rochelle, IL",Winnebago County,Illinois,1
40460,"Rockingham, NC",Micro,,Richmond County,North Carolina,1
40530,"Rockport, TX",Micro,"Corpus Christi-Kingsville-Alice, TX",Aransas County,Texas,1
40540,"Rock Springs, WY",Micro,,Sweetwater County,Wyoming,1
40580,"Rocky Mount, NC",Metro,"Rocky Mount-Wilson-Roanoke Rapids, NC",Edgecombe County,North Carolina,1
40580,"Rocky Mount, NC",Metro,"Rocky Mount-Wilson-Roanoke Rapids, NC",Nash County,North Carolina,1
40620,"Rolla, MO",Micro,,Phelps County,Missouri,1
40660,"Rome, GA",Metro,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Floyd County,Georgia,1
40700,"Roseburg, OR",Micro,,Douglas County,Oregon,1
40740,"Roswell, NM",Micro,,Chaves County,New Mexico,1
40760,"Ruidoso, NM",Micro,,Lincoln County,New Mexico,1
40780,"Russellville, AR",Micro,,Pope County,Arkansas,1
40780,"Russellville, AR",Micro,,Yell County,Arkansas,0
40820,"Ruston, LA",Micro,"Monroe-Ruston, LA",Lincoln Parish,Louisiana,1
40860,"Rutland, VT",Micro,,Rutland County,Vermont,1
40900,"Sacramento-Roseville-Folsom, CA",Metro,"Sacramento-Roseville, CA",El Dorado County,California,1
40900,"Sacramento-Roseville-Folsom, CA",Metro,"Sacramento-Roseville, CA",Placer County,California,1
40900,"Sacramento-Roseville-Folsom, CA",Metro,"Sacramento-Roseville, CA",Sacramento County,California,1
40900,"Sacramento-Roseville-Folsom, CA",Metro,"Sacramento-Roseville, CA",Yolo County,California,0
40940,"Safford, AZ",Micro,,Graham County,Arizona,1
40980,"Saginaw, MI",Metro,"Saginaw-Midland-Bay City, MI",Saginaw County,Michigan,1
41060,"St. Cloud, MN",Metro,"Minneapolis-St. Paul, MN-WI",Benton County,Minnesota,1
41060,"St. Cloud, MN",Metro,"Minneapolis-St. Paul, MN-WI",Stearns County,Minnesota,1
41100,"St. George, UT",Metro,,Washington County,Utah,1
41140,"St. Joseph, MO-KS",Metro,"Kansas City-Overland Park-Kansas City, MO-KS",Doniphan County,Kansas,0
41140,"St. Joseph, MO-KS",Metro,"Kansas City-Overland Park-Kansas City, MO-KS",Andrew County,Missouri,0
41140,"St. Joseph, MO-KS",Metro,"Kansas City-Overland Park-Kansas City, MO-KS",Buchanan County,Missouri,1
41140,"St. Joseph, MO-KS",Metro,"Kansas City-Overland Park-Kansas City, MO-KS",DeKalb County,Missouri,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Bond County,Illinois,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Calhoun County,Illinois,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Clinton County,Illinois,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Jersey County,Illinois,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Macoupin County,Illinois,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Madison County,Illinois,1
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Monroe County,Illinois,1
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",St. Clair County,Illinois,1
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Franklin County,Missouri,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Jefferson County,Missouri,1
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Lincoln County,Missouri,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",St. Charles County,Missouri,1
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",St. Louis County,Missouri,1
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",Warren County,Missouri,0
41180,"St. Louis, MO-IL",Metro,"St. Louis-St. Charles-Farmington, MO-IL",St. Louis city,Missouri,1
41220,"St. Marys, GA",Micro,"Jacksonville-St. Marys-Palatka, FL-GA",Camden County,Georgia,1
41260,"St. Marys, PA",Micro,,Elk County,Pennsylvania,1
41400,"Salem, OH",Micro,"Youngstown-Warren, OH-PA",Columbiana County,Ohio,1
41420,"Salem, OR",Metro,"Portland-Vancouver-Salem, OR-WA",Marion County,Oregon,1
41420,"Salem, OR",Metro,"Portland-Vancouver-Salem, OR-WA",Polk County,Oregon,1
41460,"Salina, KS",Micro,,Ottawa County,Kansas,0
41460,"Salina, KS",Micro,,Saline County,Kansas,1
41500,"Salinas, CA",Metro,,Monterey County,California,1
41540,"Salisbury, MD-DE",Metro,"Salisbury-Cambridge, MD-DE",Sussex County,Delaware,1
41540,"Salisbury, MD-DE",Metro,"Salisbury-Cambridge, MD-DE",Somerset County,Maryland,0
41540,"Salisbury, MD-DE",Metro,"Salisbury-Cambridge, MD-DE",Wicomico County,Maryland,1
41540,"Salisbury, MD-DE",Metro,"Salisbury-Cambridge, MD-DE",Worcester County,Maryland,0
41620,"Salt Lake City, UT",Metro,"Salt Lake City-Provo-Orem, UT",Salt Lake County,Utah,1
41620,"Salt Lake City, UT",Metro,"Salt Lake City-Provo-Orem, UT",Tooele County,Utah,0
41660,"San Angelo, TX",Metro,,Irion County,Texas,0
41660,"San Angelo, TX",Metro,,Sterling County,Texas,0
41660,"San Angelo, TX",Metro,,Tom Green County,Texas,1
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Atascosa County,Texas,0
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Bandera County,Texas,0
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Bexar County,Texas,1
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Comal County,Texas,1
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Guadalupe County,Texas,1
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Kendall County,Texas,0
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Medina County,Texas,0
41700,"San Antonio-New Braunfels, TX",Metro,"San Antonio-New Braunfels-Pearsall, TX",Wilson County,Texas,0
41740,"San Diego-Chula Vista-Carlsbad, CA",Metro,,San Diego County,California,1
41760,"Sandpoint, ID",Micro,,Bonner County,Idaho,1
41780,"Sandusky, OH",Micro,"Cleveland-Akron-Canton, OH",Erie County,Ohio,1
41820,"Sanford, NC",Micro,"Fayetteville-Sanford-Lumberton, NC",Lee County,North Carolina,1
41860,"San Francisco-Oakland-Berkeley, CA",Metro,"San Jose-San Francisco-Oakland, CA",Alameda County,California,1
41860,"San Francisco-Oakland-Berkeley, CA",Metro,"San Jose-San Francisco-Oakland, CA",Contra Costa County,California,0
41860,"San Francisco-Oakland-Berkeley, CA",Metro,"San Jose-San Francisco-Oakland, CA",San Francisco County,California,1
41860,"San Francisco-Oakland-Berkeley, CA",Metro,"San Jose-San Francisco-Oakland, CA",San Mateo County,California,1
41860,"San Francisco-Oakland-Berkeley, CA",Metro,"San Jose-San Francisco-Oakland, CA",Marin County,California,1
41900,"San Germán, PR",Metro,"Mayagüez-San Germán, PR",Cabo Rojo Municipio,Puerto Rico,1
41900,"San Germán, PR",Metro,"Mayagüez-San Germán, PR",Lajas Municipio,Puerto Rico,1
41900,"San Germán, PR",Metro,"Mayagüez-San Germán, PR",Sabana Grande Municipio,Puerto Rico,1
41900,"San Germán, PR",Metro,"Mayagüez-San Germán, PR",San Germán Municipio,Puerto Rico,1
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metro,"San Jose-San Francisco-Oakland, CA",San Benito County,California,0
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metro,"San Jose-San Francisco-Oakland, CA",Santa Clara County,California,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Aguas Buenas Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Aibonito Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Barceloneta Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Barranquitas Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Bayamón Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Caguas Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Canóvanas Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Carolina Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Cataño Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Cayey Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Ceiba Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Ciales Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Cidra Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Comerío Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Corozal Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Dorado Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Fajardo Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Florida Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Guaynabo Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Gurabo Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Humacao Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Juncos Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Las Piedras Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Loíza Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Luquillo Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Manatí Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Maunabo Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Morovis Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Naguabo Municipio,Puerto Rico,0
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Naranjito Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Orocovis Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Río Grande Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",San Juan Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",San Lorenzo Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Toa Alta Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Toa Baja Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Trujillo Alto Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Vega Alta Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Vega Baja Municipio,Puerto Rico,1
41980,"San Juan-Bayamón-Caguas, PR",Metro,"San Juan-Bayamón, PR",Yabucoa Municipio,Puerto Rico,1
42020,"San Luis Obispo-Paso Robles, CA",Metro,,San Luis Obispo County,California,1
42100,"Santa Cruz-Watsonville, CA",Metro,"San Jose-San Francisco-Oakland, CA",Santa Cruz County,California,1
42140,"Santa Fe, NM",Metro,"Albuquerque-Santa Fe-Las Vegas, NM",Santa Fe County,New Mexico,1
42180,"Santa Isabel, PR",Micro,"Ponce-Yauco-Coamo, PR",Santa Isabel Municipio,Puerto Rico,1
42200,"Santa Maria-Santa Barbara, CA",Metro,,Santa Barbara County,California,1
42220,"Santa Rosa-Petaluma, CA",Metro,"San Jose-San Francisco-Oakland, CA",Sonoma County,California,1
42300,"Sault Ste. Marie, MI",Micro,,Chippewa County,Michigan,1
42340,"Savannah, GA",Metro,"Savannah-Hinesville-Statesboro, GA",Bryan County,Georgia,1
42340,"Savannah, GA",Metro,"Savannah-Hinesville-Statesboro, GA",Chatham County,Georgia,1
42340,"Savannah, GA",Metro,"Savannah-Hinesville-Statesboro, GA",Effingham County,Georgia,0
42380,"Sayre, PA",Micro,,Bradford County,Pennsylvania,1
42420,"Scottsbluff, NE",Micro,,Banner County,Nebraska,0
42420,"Scottsbluff, NE",Micro,,Scotts Bluff County,Nebraska,1
42420,"Scottsbluff, NE",Micro,,Sioux County,Nebraska,0
42460,"Scottsboro, AL",Micro,"Scottsboro-Fort Payne, AL",Jackson County,Alabama,1
42500,"Scottsburg, IN",Micro,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Scott County,Indiana,1
42540,"Scranton--Wilkes-Barre, PA",Metro,,Lackawanna County,Pennsylvania,1
42540,"Scranton--Wilkes-Barre, PA",Metro,,Luzerne County,Pennsylvania,1
42540,"Scranton--Wilkes-Barre, PA",Metro,,Wyoming County,Pennsylvania,0
42620,"Searcy, AR",Micro,"Little Rock-North Little Rock, AR",White County,Arkansas,1
42660,"Seattle-Tacoma-Bellevue, WA",Metro,"Seattle-Tacoma, WA",King County,Washington,1
42660,"Seattle-Tacoma-Bellevue, WA",Metro,"Seattle-Tacoma, WA",Snohomish County,Washington,1
42660,"Seattle-Tacoma-Bellevue, WA",Metro,"Seattle-Tacoma, WA",Pierce County,Washington,1
42680,"Sebastian-Vero Beach, FL",Metro,"Miami-Port St. Lucie-Fort Lauderdale, FL",Indian River County,Florida,1
42700,"Sebring-Avon Park, FL",Metro,,Highlands County,Florida,1
42740,"Sedalia, MO",Micro,,Pettis County,Missouri,1
42780,"Selinsgrove, PA",Micro,"Bloomsburg-Berwick-Sunbury, PA",Snyder County,Pennsylvania,1
42820,"Selma, AL",Micro,"Montgomery-Selma-Alexander City, AL",Dallas County,Alabama,1
42860,"Seneca, SC",Micro,"Greenville-Spartanburg-Anderson, SC",Oconee County,South Carolina,1
42900,"Seneca Falls, NY",Micro,"Rochester-Batavia-Seneca Falls, NY",Seneca County,New York,1
42940,"Sevierville, TN",Micro,"Knoxville-Morristown-Sevierville, TN",Sevier County,Tennessee,1
42980,"Seymour, IN",Micro,"Indianapolis-Carmel-Muncie, IN",Jackson County,Indiana,1
43020,"Shawano, WI",Micro,"Green Bay-Shawano, WI",Menominee County,Wisconsin,0
43020,"Shawano, WI",Micro,"Green Bay-Shawano, WI",Shawano County,Wisconsin,1
43060,"Shawnee, OK",Micro,"Oklahoma City-Shawnee, OK",Pottawatomie County,Oklahoma,1
43100,"Sheboygan, WI",Metro,,Sheboygan County,Wisconsin,1
43140,"Shelby, NC",Micro,"Charlotte-Concord, NC-SC",Cleveland County,North Carolina,1
43180,"Shelbyville, TN",Micro,"Nashville-Davidson--Murfreesboro, TN",Bedford County,Tennessee,1
43220,"Shelton, WA",Micro,"Seattle-Tacoma, WA",Mason County,Washington,1
43260,"Sheridan, WY",Micro,,Sheridan County,Wyoming,1
43300,"Sherman-Denison, TX",Metro,"Dallas-Fort Worth, TX-OK",Grayson County,Texas,1
43320,"Show Low, AZ",Micro,,Navajo County,Arizona,1
43340,"Shreveport-Bossier City, LA",Metro,"Shreveport-Bossier City-Minden, LA",Bossier Parish,Louisiana,1
43340,"Shreveport-Bossier City, LA",Metro,"Shreveport-Bossier City-Minden, LA",Caddo Parish,Louisiana,1
43340,"Shreveport-Bossier City, LA",Metro,"Shreveport-Bossier City-Minden, LA",De Soto Parish,Louisiana,0
43380,"Sidney, OH",Micro,"Dayton-Springfield-Kettering, OH",Shelby County,Ohio,1
43420,"Sierra Vista-Douglas, AZ",Metro,,Cochise County,Arizona,1
43460,"Sikeston, MO",Micro,"Cape Girardeau-Sikeston, MO-IL",Scott County,Missouri,1
43500,"Silver City, NM",Micro,,Grant County,New Mexico,1
43580,"Sioux City, IA-NE-SD",Metro,,Woodbury County,Iowa,1
43580,"Sioux City, IA-NE-SD",Metro,,Dakota County,Nebraska,1
43580,"Sioux City, IA-NE-SD",Metro,,Dixon County,Nebraska,0
43580,"Sioux City, IA-NE-SD",Metro,,Union County,South Dakota,1
43620,"Sioux Falls, SD",Metro,,Lincoln County,South Dakota,1
43620,"Sioux Falls, SD",Metro,,McCook County,South Dakota,0
43620,"Sioux Falls, SD",Metro,,Minnehaha County,South Dakota,1
43620,"Sioux Falls, SD",Metro,,Turner County,South Dakota,0
43660,"Snyder, TX",Micro,,Scurry County,Texas,1
43700,"Somerset, KY",Micro,,Pulaski County,Kentucky,1
43740,"Somerset, PA",Micro,"Johnstown-Somerset, PA",Somerset County,Pennsylvania,1
43760,"Sonora, CA",Micro,,Tuolumne County,California,1
43780,"South Bend-Mishawaka, IN-MI",Metro,"South Bend-Elkhart-Mishawaka, IN-MI",St. Joseph County,Indiana,1
43780,"South Bend-Mishawaka, IN-MI",Metro,"South Bend-Elkhart-Mishawaka, IN-MI",Cass County,Michigan,1
43900,"Spartanburg, SC",Metro,"Greenville-Spartanburg-Anderson, SC",Spartanburg County,South Carolina,1
43940,"Spearfish, SD",Micro,"Rapid City-Spearfish, SD",Lawrence County,South Dakota,1
43980,"Spencer, IA",Micro,"Spencer-Spirit Lake, IA",Clay County,Iowa,1
44020,"Spirit Lake, IA",Micro,"Spencer-Spirit Lake, IA",Dickinson County,Iowa,1
44060,"Spokane-Spokane Valley, WA",Metro,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Spokane County,Washington,1
44060,"Spokane-Spokane Valley, WA",Metro,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",Stevens County,Washington,0
44100,"Springfield, IL",Metro,"Springfield-Jacksonville-Lincoln, IL",Menard County,Illinois,0
44100,"Springfield, IL",Metro,"Springfield-Jacksonville-Lincoln, IL",Sangamon County,Illinois,1
44140,"Springfield, MA",Metro,,Franklin County,Massachusetts,0
44140,"Springfield, MA",Metro,,Hampden County,Massachusetts,1
44140,"Springfield, MA",Metro,,Hampshire County,Massachusetts,1
44180,"Springfield, MO",Metro,,Christian County,Missouri,1
44180,"Springfield, MO",Metro,,Dallas County,Missouri,0
44180,"Springfield, MO",Metro,,Greene County,Missouri,1
44180,"Springfield, MO",Metro,,Polk County,Missouri,0
44180,"Springfield, MO",Metro,,Webster County,Missouri,0
44220,"Springfield, OH",Metro,"Dayton-Springfield-Kettering, OH",Clark County,Ohio,1
44260,"Starkville, MS",Micro,,Oktibbeha County,Mississippi,1
44260,"Starkville, MS",Micro,,Webster County,Mississippi,0
44300,"State College, PA",Metro,"State College-DuBois, PA",Centre County,Pennsylvania,1
44340,"Statesboro, GA",Micro,"Savannah-Hinesville-Statesboro, GA",Bulloch County,Georgia,1
44420,"Staunton, VA",Metro,"Harrisonburg-Staunton, VA",Augusta County,Virginia,1
44420,"Staunton, VA",Metro,"Harrisonburg-Staunton, VA",Staunton city,Virginia,1
44420,"Staunton, VA",Metro,"Harrisonburg-Staunton, VA",Waynesboro city,Virginia,1
44460,"Steamboat Springs, CO",Micro,"Steamboat Springs-Craig, CO",Routt County,Colorado,1
44500,"Stephenville, TX",Micro,,Erath County,Texas,1
44540,"Sterling, CO",Micro,,Logan County,Colorado,1
44580,"Sterling, IL",Micro,"Dixon-Sterling, IL",Whiteside County,Illinois,1
44620,"Stevens Point, WI",Micro,"Wausau-Stevens Point-Wisconsin Rapids, WI",Portage County,Wisconsin,1
44660,"Stillwater, OK",Micro,,Payne County,Oklahoma,1
44700,"Stockton, CA",Metro,"San Jose-San Francisco-Oakland, CA",San Joaquin County,California,1
44740,"Storm Lake, IA",Micro,,Buena Vista County,Iowa,1
