city,state_id,county,cbsa_code,lookup_helper
Abanda,AL,Chambers ,29300,AbandaAL
Abbeville,AL,Henry ,20020,AbbevilleAL
Adamsville,AL,Jefferson ,13820,AdamsvilleAL
Akron,AL,Hale ,46220,AkronAL
Alabaster,AL,Shelby ,13820,AlabasterAL
Albertville,AL,Marshall ,10700,AlbertvilleAL
Alexander City,AL,Tallapoosa ,10760,Alexander CityAL
Alexandria,AL,Calhoun ,11500,AlexandriaAL
Aliceville,AL,Pickens ,46220,AlicevilleAL
Allgood,AL,Blount ,13820,AllgoodAL
Altoona,AL,Etowah ,23460,AltoonaAL
Anderson,AL,Lauderdale ,22520,AndersonAL
Anniston,AL,Calhoun ,11500,AnnistonAL
Arab,AL,Marshall ,10700,ArabAL
Ardmore,AL,Limestone ,26620,ArdmoreAL
Argo,AL,Jefferson ,13820,ArgoAL
Ariton,AL,Dale ,37120,AritonAL
Ashford,AL,Houston ,20020,AshfordAL
Ashville,AL,St. Clair ,13820,AshvilleAL
Athens,AL,Limestone ,26620,AthensAL
Atmore,AL,Escambia ,12120,AtmoreAL
Attalla,AL,Etowah ,23460,AttallaAL
Auburn,AL,Lee ,12220,AuburnAL
Autaugaville,AL,Autauga ,33860,AutaugavilleAL
Avon,AL,Houston ,20020,AvonAL
Axis,AL,Mobile ,33660,AxisAL
Baileyton,AL,Cullman ,18980,BaileytonAL
Bakerhill,AL,Barbour ,21640,BakerhillAL
Ballplay,AL,Etowah ,23460,BallplayAL
Banks,AL,Pike ,45980,BanksAL
Bay Minette,AL,Baldwin ,19300,Bay MinetteAL
Bayou La Batre,AL,Mobile ,33660,Bayou La BatreAL
Belle Fontaine,AL,Mobile ,33660,Belle FontaineAL
Benton,AL,Lowndes ,33860,BentonAL
Bessemer,AL,Jefferson ,13820,BessemerAL
Billingsley,AL,Autauga ,33860,BillingsleyAL
Birmingham,AL,Jefferson ,13820,BirminghamAL
Black,AL,Geneva ,20020,BlackAL
Blountsville,AL,Blount ,13820,BlountsvilleAL
Blue Ridge,AL,Elmore ,33860,Blue RidgeAL
Blue Springs,AL,Barbour ,21640,Blue SpringsAL
Boaz,AL,Marshall ,10700,BoazAL
Boligee,AL,Greene ,46220,BoligeeAL
Bon Air,AL,Talladega ,45180,Bon AirAL
Bon Secour,AL,Baldwin ,19300,Bon SecourAL
Brantleyville,AL,Shelby ,13820,BrantleyvilleAL
Brent,AL,Bibb ,13820,BrentAL
Brewton,AL,Escambia ,12120,BrewtonAL
Bridgeport,AL,Jackson ,42460,BridgeportAL
Brighton,AL,Jefferson ,13820,BrightonAL
Bristow Cove,AL,Etowah ,23460,Bristow CoveAL
Brook Highland,AL,Shelby ,13820,Brook HighlandAL
Brookside,AL,Jefferson ,13820,BrooksideAL
Brookwood,AL,Tuscaloosa ,46220,BrookwoodAL
Brundidge,AL,Pike ,45980,BrundidgeAL
Bucks,AL,Mobile ,33660,BucksAL
Calera,AL,Shelby ,13820,CaleraAL
Calvert,AL,Mobile ,33660,CalvertAL
Camp Hill,AL,Tallapoosa ,10760,Camp HillAL
Carbon Hill,AL,Walker ,27530,Carbon HillAL
Cardiff,AL,Jefferson ,13820,CardiffAL
Carlisle-Rockledge,AL,Etowah ,23460,Carlisle-RockledgeAL
Carrollton,AL,Pickens ,46220,CarrolltonAL
Center Point,AL,Jefferson ,13820,Center PointAL
Centreville,AL,Bibb ,13820,CentrevilleAL
Chatom,AL,Washington ,33660,ChatomAL
Chelsea,AL,Shelby ,13820,ChelseaAL
Cherokee,AL,Colbert ,22520,CherokeeAL
Chickasaw,AL,Mobile ,33660,ChickasawAL
Childersburg,AL,Talladega ,45180,ChildersburgAL
Choccolocco,AL,Calhoun ,11500,ChoccoloccoAL
Chunchula,AL,Mobile ,33660,ChunchulaAL
Citronelle,AL,Mobile ,33660,CitronelleAL
Clanton,AL,Chilton ,13820,ClantonAL
Clay,AL,Jefferson ,13820,ClayAL
Clayhatchee,AL,Dale ,37120,ClayhatcheeAL
Clayton,AL,Barbour ,21640,ClaytonAL
Cleveland,AL,Blount ,13820,ClevelandAL
Clio,AL,Barbour ,21640,ClioAL
Coaling,AL,Tuscaloosa ,46220,CoalingAL
Coats Bend,AL,Etowah ,23460,Coats BendAL
Coffee Springs,AL,Geneva ,20020,Coffee SpringsAL
Coker,AL,Tuscaloosa ,46220,CokerAL
Collinsville,AL,DeKalb ,22840,CollinsvilleAL
Colony,AL,Cullman ,18980,ColonyAL
Columbia,AL,Houston ,20020,ColumbiaAL
Columbiana,AL,Shelby ,13820,ColumbianaAL
Concord,AL,Jefferson ,13820,ConcordAL
Coosada,AL,Elmore ,33860,CoosadaAL
Cordova,AL,Walker ,27530,CordovaAL
Cottondale,AL,Tuscaloosa ,46220,CottondaleAL
Cottonwood,AL,Houston ,20020,CottonwoodAL
County Line,AL,Blount ,13820,County LineAL
Courtland,AL,Lawrence ,19460,CourtlandAL
Cowarts,AL,Houston ,20020,CowartsAL
Creola,AL,Mobile ,33660,CreolaAL
Crossville,AL,DeKalb ,22840,CrossvilleAL
Cullman,AL,Cullman ,18980,CullmanAL
Cusseta,AL,Chambers ,29300,CussetaAL
Dadeville,AL,Tallapoosa ,10760,DadevilleAL
Daleville,AL,Dale ,37120,DalevilleAL
Daphne,AL,Baldwin ,19300,DaphneAL
Dauphin Island,AL,Mobile ,33660,Dauphin IslandAL
Daviston,AL,Tallapoosa ,10760,DavistonAL
Deatsville,AL,Elmore ,33860,DeatsvilleAL
Decatur,AL,Morgan ,19460,DecaturAL
Deer Park,AL,Washington ,33660,Deer ParkAL
Dodge City,AL,Cullman ,18980,Dodge CityAL
Dora,AL,Walker ,27530,DoraAL
Dothan,AL,Houston ,20020,DothanAL
Douglas,AL,Marshall ,10700,DouglasAL
Dunnavant,AL,Shelby ,13820,DunnavantAL
Dutton,AL,Jackson ,42460,DuttonAL
East Brewton,AL,Escambia ,12120,East BrewtonAL
East Point,AL,Cullman ,18980,East PointAL
Eclectic,AL,Elmore ,33860,EclecticAL
Edgewater,AL,Jefferson ,13820,EdgewaterAL
Egypt,AL,Etowah ,23460,EgyptAL
Elba,AL,Coffee ,21460,ElbaAL
Elberta,AL,Baldwin ,19300,ElbertaAL
Eldridge,AL,Walker ,27530,EldridgeAL
Elkmont,AL,Limestone ,26620,ElkmontAL
Elmore,AL,Elmore ,33860,ElmoreAL
Emerald Mountain,AL,Elmore ,33860,Emerald MountainAL
Enterprise,AL,Coffee ,21460,EnterpriseAL
Ethelsville,AL,Pickens ,46220,EthelsvilleAL
Eufaula,AL,Barbour ,21640,EufaulaAL
Eunola,AL,Geneva ,20020,EunolaAL
Eutaw,AL,Greene ,46220,EutawAL
Eva,AL,Morgan ,19460,EvaAL
Fairfield,AL,Jefferson ,13820,FairfieldAL
Fairford,AL,Washington ,33660,FairfordAL
Fairhope,AL,Baldwin ,19300,FairhopeAL
Fairview,AL,Cullman ,18980,FairviewAL
Falkville,AL,Morgan ,19460,FalkvilleAL
Fayetteville,AL,Talladega ,45180,FayettevilleAL
Five Points,AL,Chambers ,29300,Five PointsAL
Flomaton,AL,Escambia ,12120,FlomatonAL
Florence,AL,Lauderdale ,22520,FlorenceAL
Foley,AL,Baldwin ,19300,FoleyAL
Forestdale,AL,Jefferson ,13820,ForestdaleAL
Forkland,AL,Greene ,46220,ForklandAL
Fort Deposit,AL,Lowndes ,33860,Fort DepositAL
Fort Payne,AL,DeKalb ,22840,Fort PayneAL
Fort Rucker,AL,Dale ,37120,Fort RuckerAL
Fredonia,AL,Chambers ,29300,FredoniaAL
Fruitdale,AL,Washington ,33660,FruitdaleAL
Fultondale,AL,Jefferson ,13820,FultondaleAL
Fyffe,AL,DeKalb ,22840,FyffeAL
Gadsden,AL,Etowah ,23460,GadsdenAL
Gallant,AL,Etowah ,23460,GallantAL
Garden City,AL,Cullman ,18980,Garden CityAL
Gardendale,AL,Jefferson ,13820,GardendaleAL
Geneva,AL,Geneva ,20020,GenevaAL
Geraldine,AL,DeKalb ,22840,GeraldineAL
Glencoe,AL,Etowah ,23460,GlencoeAL
Goldville,AL,Tallapoosa ,10760,GoldvilleAL
Good Hope,AL,Cullman ,18980,Good HopeAL
Goodwater,AL,Coosa ,10760,GoodwaterAL
Gordo,AL,Pickens ,46220,GordoAL
Gordon,AL,Houston ,20020,GordonAL
Gordonville,AL,Lowndes ,33860,GordonvilleAL
Goshen,AL,Pike ,45980,GoshenAL
Grand Bay,AL,Mobile ,33660,Grand BayAL
Grant,AL,Marshall ,10700,GrantAL
Grayson Valley,AL,Jefferson ,13820,Grayson ValleyAL
Graysville,AL,Jefferson ,13820,GraysvilleAL
Greensboro,AL,Hale ,46220,GreensboroAL
Grimes,AL,Dale ,37120,GrimesAL
Gulf Shores,AL,Baldwin ,19300,Gulf ShoresAL
Gulfcrest,AL,Mobile ,33660,GulfcrestAL
Guntersville,AL,Marshall ,10700,GuntersvilleAL
Gurley,AL,Madison ,26620,GurleyAL
Hackneyville,AL,Tallapoosa ,10760,HackneyvilleAL
Haleburg,AL,Henry ,20020,HaleburgAL
Hammondville,AL,DeKalb ,22840,HammondvilleAL
Hanceville,AL,Cullman ,18980,HancevilleAL
Harpersville,AL,Shelby ,13820,HarpersvilleAL
Hartford,AL,Geneva ,20020,HartfordAL
Hartselle,AL,Morgan ,19460,HartselleAL
Harvest,AL,Madison ,26620,HarvestAL
Hatton,AL,Lawrence ,19460,HattonAL
Hayden,AL,Blount ,13820,HaydenAL
Hayneville,AL,Lowndes ,33860,HaynevilleAL
Hazel Green,AL,Madison ,26620,Hazel GreenAL
Headland,AL,Henry ,20020,HeadlandAL
Helena,AL,Shelby ,13820,HelenaAL
Henagar,AL,DeKalb ,22840,HenagarAL
Highland Lake,AL,Blount ,13820,Highland LakeAL
Highland Lakes,AL,Shelby ,13820,Highland LakesAL
Hillsboro,AL,Lawrence ,19460,HillsboroAL
Hissop,AL,Coosa ,10760,HissopAL
Hobson,AL,Washington ,33660,HobsonAL
Hobson City,AL,Calhoun ,11500,Hobson CityAL
Hokes Bluff,AL,Etowah ,23460,Hokes BluffAL
Holly Pond,AL,Cullman ,18980,Holly PondAL
Hollywood,AL,Jackson ,42460,HollywoodAL
Holt,AL,Tuscaloosa ,46220,HoltAL
Holtville,AL,Elmore ,33860,HoltvilleAL
Homewood,AL,Jefferson ,13820,HomewoodAL
Hoover,AL,Jefferson ,13820,HooverAL
Hueytown,AL,Jefferson ,13820,HueytownAL
Huguley,AL,Chambers ,29300,HuguleyAL
Huntsville,AL,Madison ,26620,HuntsvilleAL
Hurtsboro,AL,Russell ,17980,HurtsboroAL
Hytop,AL,Jackson ,42460,HytopAL
Ider,AL,DeKalb ,22840,IderAL
Indian Springs Village,AL,Shelby ,13820,Indian Springs VillageAL
Irondale,AL,Jefferson ,13820,IrondaleAL
Ivalee,AL,Etowah ,23460,IvaleeAL
Jacksons' Gap,AL,Tallapoosa ,10760,Jacksons' GapAL
Jacksonville,AL,Calhoun ,11500,JacksonvilleAL
Jasper,AL,Walker ,27530,JasperAL
Jemison,AL,Chilton ,13820,JemisonAL
Joppa,AL,Cullman ,18980,JoppaAL
Kansas,AL,Walker ,27530,KansasAL
Kellyton,AL,Coosa ,10760,KellytonAL
Killen,AL,Lauderdale ,22520,KillenAL
Kimberly,AL,Jefferson ,13820,KimberlyAL
Kinsey,AL,Houston ,20020,KinseyAL
Kinston,AL,Coffee ,21460,KinstonAL
La Fayette,AL,Chambers ,29300,La FayetteAL
Ladonia,AL,Russell ,17980,LadoniaAL
Lake View,AL,Tuscaloosa ,46220,Lake ViewAL
Lakeview,AL,DeKalb ,22840,LakeviewAL
Lanett,AL,Chambers ,29300,LanettAL
Langston,AL,Jackson ,42460,LangstonAL
Leeds,AL,Jefferson ,13820,LeedsAL
Leighton,AL,Colbert ,22520,LeightonAL
Leroy,AL,Washington ,33660,LeroyAL
Lester,AL,Limestone ,26620,LesterAL
Level Plains,AL,Dale ,37120,Level PlainsAL
Lexington,AL,Lauderdale ,22520,LexingtonAL
Lillian,AL,Baldwin ,19300,LillianAL
Lincoln,AL,Talladega ,45180,LincolnAL
Lipscomb,AL,Jefferson ,13820,LipscombAL
Littleville,AL,Colbert ,22520,LittlevilleAL
Loachapoka,AL,Lee ,12220,LoachapokaAL
Locust Fork,AL,Blount ,13820,Locust ForkAL
Lookout Mountain,AL,Etowah ,23460,Lookout MountainAL
Louisville,AL,Barbour ,21640,LouisvilleAL
Lowndesboro,AL,Lowndes ,33860,LowndesboroAL
Loxley,AL,Baldwin ,19300,LoxleyAL
Macedonia,AL,Pickens ,46220,MacedoniaAL
Madison,AL,Madison ,26620,MadisonAL
Madrid,AL,Houston ,20020,MadridAL
Magnolia Springs,AL,Baldwin ,19300,Magnolia SpringsAL
Malcolm,AL,Washington ,33660,MalcolmAL
Malvern,AL,Geneva ,20020,MalvernAL
Maplesville,AL,Chilton ,13820,MaplesvilleAL
Marbury,AL,Autauga ,33860,MarburyAL
Margaret,AL,St. Clair ,13820,MargaretAL
Maytown,AL,Jefferson ,13820,MaytownAL
McDonald Chapel,AL,Jefferson ,13820,McDonald ChapelAL
McIntosh,AL,Washington ,33660,McIntoshAL
McMullen,AL,Pickens ,46220,McMullenAL
Meadowbrook,AL,Shelby ,13820,MeadowbrookAL
Memphis,AL,Pickens ,46220,MemphisAL
Mentone,AL,DeKalb ,22840,MentoneAL
Meridianville,AL,Madison ,26620,MeridianvilleAL
Midfield,AL,Jefferson ,13820,MidfieldAL
Midland City,AL,Dale ,37120,Midland CityAL
Mignon,AL,Talladega ,45180,MignonAL
Millbrook,AL,Elmore ,33860,MillbrookAL
Millry,AL,Washington ,33660,MillryAL
Minor,AL,Jefferson ,13820,MinorAL
Mobile,AL,Mobile ,33660,MobileAL
Montevallo,AL,Shelby ,13820,MontevalloAL
Montgomery,AL,Montgomery ,33860,MontgomeryAL
Moody,AL,St. Clair ,13820,MoodyAL
Moores Mill,AL,Madison ,26620,Moores MillAL
Mooresville,AL,Limestone ,26620,MooresvilleAL
Morris,AL,Jefferson ,13820,MorrisAL
Mosses,AL,Lowndes ,33860,MossesAL
Moulton,AL,Lawrence ,19460,MoultonAL
Moundville,AL,Hale ,46220,MoundvilleAL
Mount Olive,AL,Jefferson ,13820,Mount OliveAL
Mount Vernon,AL,Mobile ,33660,Mount VernonAL
Mountain Brook,AL,Jefferson ,13820,Mountain BrookAL
Movico,AL,Mobile ,33660,MovicoAL
Mulga,AL,Jefferson ,13820,MulgaAL
Munford,AL,Talladega ,45180,MunfordAL
Muscle Shoals,AL,Colbert ,22520,Muscle ShoalsAL
Nances Creek,AL,Calhoun ,11500,Nances CreekAL
Napier Field,AL,Dale ,37120,Napier FieldAL
Nauvoo,AL,Walker ,27530,NauvooAL
Nectar,AL,Blount ,13820,NectarAL
New Brockton,AL,Coffee ,21460,New BrocktonAL
New Hope,AL,Madison ,26620,New HopeAL
New Market,AL,Madison ,26620,New MarketAL
New Site,AL,Tallapoosa ,10760,New SiteAL
New Union,AL,Etowah ,23460,New UnionAL
Newbern,AL,Hale ,46220,NewbernAL
Newton,AL,Dale ,37120,NewtonAL
Newville,AL,Henry ,20020,NewvilleAL
North Courtland,AL,Lawrence ,19460,North CourtlandAL
North Johns,AL,Jefferson ,13820,North JohnsAL
Northport,AL,Tuscaloosa ,46220,NorthportAL
Oak Grove,AL,Talladega ,45180,Oak GroveAL
Oakman,AL,Walker ,27530,OakmanAL
Odenville,AL,St. Clair ,13820,OdenvilleAL
Ohatchee,AL,Calhoun ,11500,OhatcheeAL
Oneonta,AL,Blount ,13820,OneontaAL
Opelika,AL,Lee ,12220,OpelikaAL
Orange Beach,AL,Baldwin ,19300,Orange BeachAL
Orrville,AL,Dallas ,42820,OrrvilleAL
Our Town,AL,Tallapoosa ,10760,Our TownAL
Owens Cross Roads,AL,Madison ,26620,Owens Cross RoadsAL
Oxford,AL,Calhoun ,11500,OxfordAL
Ozark,AL,Dale ,37120,OzarkAL
Paint Rock,AL,Jackson ,42460,Paint RockAL
Parrish,AL,Walker ,27530,ParrishAL
Pelham,AL,Shelby ,13820,PelhamAL
Pell City,AL,St. Clair ,13820,Pell CityAL
Penton,AL,Chambers ,29300,PentonAL
Perdido,AL,Baldwin ,19300,PerdidoAL
Perdido Beach,AL,Baldwin ,19300,Perdido BeachAL
Phenix City,AL,Russell ,17980,Phenix CityAL
Pickensville,AL,Pickens ,46220,PickensvilleAL
Piedmont,AL,Calhoun ,11500,PiedmontAL
Pike Road,AL,Montgomery ,33860,Pike RoadAL
Pinckard,AL,Dale ,37120,PinckardAL
Pine Level,AL,Autauga ,33860,Pine LevelAL
Pine Ridge,AL,DeKalb ,22840,Pine RidgeAL
Pinson,AL,Jefferson ,13820,PinsonAL
Pisgah,AL,Jackson ,42460,PisgahAL
Pleasant Grove,AL,Jefferson ,13820,Pleasant GroveAL
Pleasant Groves,AL,Jackson ,42460,Pleasant GrovesAL
Point Clear,AL,Baldwin ,19300,Point ClearAL
Pollard,AL,Escambia ,12120,PollardAL
Powell,AL,DeKalb ,22840,PowellAL
Prattville,AL,Autauga ,33860,PrattvilleAL
Priceville,AL,Morgan ,19460,PricevilleAL
Prichard,AL,Mobile ,33660,PrichardAL
Ragland,AL,St. Clair ,13820,RaglandAL
Rainbow City,AL,Etowah ,23460,Rainbow CityAL
Rainsville,AL,DeKalb ,22840,RainsvilleAL
Ray,AL,Coosa ,10760,RayAL
Redland,AL,Elmore ,33860,RedlandAL
Redstone Arsenal,AL,Madison ,26620,Redstone ArsenalAL
Reece City,AL,Etowah ,23460,Reece CityAL
Reeltown,AL,Tallapoosa ,10760,ReeltownAL
Reform,AL,Pickens ,46220,ReformAL
Rehobeth,AL,Houston ,20020,RehobethAL
Ridgeville,AL,Etowah ,23460,RidgevilleAL
Riverside,AL,St. Clair ,13820,RiversideAL
Riverview,AL,Escambia ,12120,RiverviewAL
Robertsdale,AL,Baldwin ,19300,RobertsdaleAL
Rock Creek,AL,Jefferson ,13820,Rock CreekAL
Rockford,AL,Coosa ,10760,RockfordAL
Rogersville,AL,Lauderdale ,22520,RogersvilleAL
Rosa,AL,Blount ,13820,RosaAL
Saks,AL,Calhoun ,11500,SaksAL
Samson,AL,Geneva ,20020,SamsonAL
Saraland,AL,Mobile ,33660,SaralandAL
Sardis City,AL,Etowah ,23460,Sardis CityAL
Satsuma,AL,Mobile ,33660,SatsumaAL
Scottsboro,AL,Jackson ,42460,ScottsboroAL
Section,AL,Jackson ,42460,SectionAL
Selma,AL,Dallas ,42820,SelmaAL
Selmont-West Selmont,AL,Dallas ,42820,Selmont-West SelmontAL
Semmes,AL,Mobile ,33660,SemmesAL
Sheffield,AL,Colbert ,22520,SheffieldAL
Shelby,AL,Shelby ,13820,ShelbyAL
Shiloh,AL,DeKalb ,22840,ShilohAL
Shoal Creek,AL,Shelby ,13820,Shoal CreekAL
Silverhill,AL,Baldwin ,19300,SilverhillAL
Sims Chapel,AL,Washington ,33660,Sims ChapelAL
Sipsey,AL,Walker ,27530,SipseyAL
Skyline,AL,Jackson ,42460,SkylineAL
Slocomb,AL,Geneva ,20020,SlocombAL
Smiths Station,AL,Lee ,12220,Smiths StationAL
Smoke Rise,AL,Blount ,13820,Smoke RiseAL
Snead,AL,Blount ,13820,SneadAL
Somerville,AL,Morgan ,19460,SomervilleAL
South Vinemont,AL,Cullman ,18980,South VinemontAL
Southside,AL,Etowah ,23460,SouthsideAL
Spanish Fort,AL,Baldwin ,19300,Spanish FortAL
Springville,AL,St. Clair ,13820,SpringvilleAL
St. Florian,AL,Lauderdale ,22520,St. FlorianAL
St. Stephens,AL,Washington ,33660,St. StephensAL
Standing Rock,AL,Chambers ,29300,Standing RockAL
Stapleton,AL,Baldwin ,19300,StapletonAL
Steele,AL,St. Clair ,13820,SteeleAL
Sterrett,AL,Shelby ,13820,SterrettAL
Stevenson,AL,Jackson ,42460,StevensonAL
Stewartville,AL,Coosa ,10760,StewartvilleAL
Stockton,AL,Baldwin ,19300,StocktonAL
Sumiton,AL,Walker ,27530,SumitonAL
Summerdale,AL,Baldwin ,19300,SummerdaleAL
Susan Moore,AL,Blount ,13820,Susan MooreAL
Sylacauga,AL,Talladega ,45180,SylacaugaAL
Sylvan Springs,AL,Jefferson ,13820,Sylvan SpringsAL
Sylvania,AL,DeKalb ,22840,SylvaniaAL
Talladega,AL,Talladega ,45180,TalladegaAL
Talladega Springs,AL,Talladega ,45180,Talladega SpringsAL
Tallassee,AL,Elmore ,33860,TallasseeAL
Tarrant,AL,Jefferson ,13820,TarrantAL
Taylor,AL,Houston ,20020,TaylorAL
Theodore,AL,Mobile ,33660,TheodoreAL
Thorsby,AL,Chilton ,13820,ThorsbyAL
Tibbie,AL,Washington ,33660,TibbieAL
Tidmore Bend,AL,Etowah ,23460,Tidmore BendAL
Tillmans Corner,AL,Mobile ,33660,Tillmans CornerAL
Town Creek,AL,Lawrence ,19460,Town CreekAL
Trafford,AL,Jefferson ,13820,TraffordAL
Triana,AL,Madison ,26620,TrianaAL
Trinity,AL,Morgan ,19460,TrinityAL
Troy,AL,Pike ,45980,TroyAL
Trussville,AL,Jefferson ,13820,TrussvilleAL
Tuscaloosa,AL,Tuscaloosa ,46220,TuscaloosaAL
Tuscumbia,AL,Colbert ,22520,TuscumbiaAL
Underwood-Petersville,AL,Lauderdale ,22520,Underwood-PetersvilleAL
Union,AL,Greene ,46220,UnionAL
Union Grove,AL,Marshall ,10700,Union GroveAL
Valley,AL,Chambers ,29300,ValleyAL
Valley Grande,AL,Dallas ,42820,Valley GrandeAL
Valley Head,AL,DeKalb ,22840,Valley HeadAL
Vance,AL,Tuscaloosa ,46220,VanceAL
Vandiver,AL,Shelby ,13820,VandiverAL
Vestavia Hills,AL,Jefferson ,13820,Vestavia HillsAL
Vincent,AL,Shelby ,13820,VincentAL
Vinegar Bend,AL,Washington ,33660,Vinegar BendAL
Waldo,AL,Talladega ,45180,WaldoAL
Walnut Grove,AL,Etowah ,23460,Walnut GroveAL
Warrior,AL,Jefferson ,13820,WarriorAL
Waterloo,AL,Lauderdale ,22520,WaterlooAL
Waverly,AL,Chambers ,29300,WaverlyAL
Weaver,AL,Calhoun ,11500,WeaverAL
Webb,AL,Houston ,20020,WebbAL
Weogufka,AL,Coosa ,10760,WeogufkaAL
West Blocton,AL,Bibb ,13820,West BloctonAL
West End-Cobb Town,AL,Calhoun ,11500,West End-Cobb TownAL
West Jefferson,AL,Jefferson ,13820,West JeffersonAL
West Point,AL,Cullman ,18980,West PointAL
Westover,AL,Shelby ,13820,WestoverAL
Wetumpka,AL,Elmore ,33860,WetumpkaAL
White Hall,AL,Lowndes ,33860,White HallAL
White Plains,AL,Calhoun ,11500,White PlainsAL
Whitesboro,AL,Etowah ,23460,WhitesboroAL
Wilsonville,AL,Shelby ,13820,WilsonvilleAL
Wilton,AL,Shelby ,13820,WiltonAL
Woodstock,AL,Bibb ,13820,WoodstockAL
Woodville,AL,Jackson ,42460,WoodvilleAL
Adona,AR,Perry ,30780,AdonaAR
Alexander,AR,Pulaski ,30780,AlexanderAR
Allport,AR,Lonoke ,30780,AllportAR
Alma,AR,Crawford ,22900,AlmaAR
Alpena,AR,Boone ,25460,AlpenaAR
Altheimer,AR,Jefferson ,38220,AltheimerAR
Altus,AR,Franklin ,22900,AltusAR
Amity,AR,Clark ,11660,AmityAR
Anthonyville,AR,Crittenden ,32820,AnthonyvilleAR
Arkadelphia,AR,Clark ,11660,ArkadelphiaAR
Ash Flat,AR,Sharp ,12900,Ash FlatAR
Ashdown,AR,Little River ,45500,AshdownAR
Atkins,AR,Pope ,40780,AtkinsAR
Austin,AR,Lonoke ,30780,AustinAR
Avilla,AR,Saline ,30780,AvillaAR
Avoca,AR,Benton ,22220,AvocaAR
Bald Knob,AR,White ,42620,Bald KnobAR
Barling,AR,Sebastian ,22900,BarlingAR
Bassett,AR,Mississippi ,14180,BassettAR
Batesville,AR,Independence ,12900,BatesvilleAR
Bauxite,AR,Saline ,30780,BauxiteAR
Bay,AR,Craighead ,27860,BayAR
Bearden,AR,Ouachita ,15780,BeardenAR
Beebe,AR,White ,42620,BeebeAR
Bella Vista,AR,Benton ,22220,Bella VistaAR
Bellefonte,AR,Boone ,25460,BellefonteAR
Belleville,AR,Yell ,40780,BellevilleAR
Benton,AR,Saline ,30780,BentonAR
Bentonville,AR,Benton ,22220,BentonvilleAR
Bergman,AR,Boone ,25460,BergmanAR
Bethel Heights,AR,Benton ,22220,Bethel HeightsAR
Big Flat,AR,Baxter ,34260,Big FlatAR
Bigelow,AR,Perry ,30780,BigelowAR
Birdsong,AR,Mississippi ,14180,BirdsongAR
Black Oak,AR,Craighead ,27860,Black OakAR
Blevins,AR,Hempstead ,26260,BlevinsAR
Bluff City,AR,Nevada ,26260,Bluff CityAR
Blytheville,AR,Mississippi ,14180,BlythevilleAR
Bodcaw,AR,Nevada ,26260,BodcawAR
Bonanza,AR,Sebastian ,22900,BonanzaAR
Bono,AR,Craighead ,27860,BonoAR
Bradford,AR,White ,42620,BradfordAR
Branch,AR,Franklin ,22900,BranchAR
Briarcliff,AR,Baxter ,34260,BriarcliffAR
Brookland,AR,Craighead ,27860,BrooklandAR
Bryant,AR,Saline ,30780,BryantAR
Burdette,AR,Mississippi ,14180,BurdetteAR
Cabot,AR,Lonoke ,30780,CabotAR
Caddo Valley,AR,Clark ,11660,Caddo ValleyAR
Caldwell,AR,St. Francis ,22620,CaldwellAR
Cale,AR,Nevada ,26260,CaleAR
Calion,AR,Union ,20980,CalionAR
Camden,AR,Ouachita ,15780,CamdenAR
Cammack Village,AR,Pulaski ,30780,Cammack VillageAR
Caraway,AR,Craighead ,27860,CarawayAR
Carlisle,AR,Lonoke ,30780,CarlisleAR
Casa,AR,Perry ,30780,CasaAR
Cash,AR,Craighead ,27860,CashAR
Cave City,AR,Sharp ,12900,Cave CityAR
Cave Springs,AR,Benton ,22220,Cave SpringsAR
Cedarville,AR,Crawford ,22900,CedarvilleAR
Centerton,AR,Benton ,22220,CentertonAR
Central City,AR,Sebastian ,22900,Central CityAR
Charleston,AR,Franklin ,22900,CharlestonAR
Cherokee City,AR,Benton ,22220,Cherokee CityAR
Cherokee Village,AR,Sharp ,12900,Cherokee VillageAR
Chester,AR,Crawford ,22900,ChesterAR
Chidester,AR,Ouachita ,15780,ChidesterAR
Clarkedale,AR,Crittenden ,32820,ClarkedaleAR
College Station,AR,Pulaski ,30780,College StationAR
Colt,AR,St. Francis ,22620,ColtAR
Conway,AR,Faulkner ,30780,ConwayAR
Corinth,AR,Yell ,40780,CorinthAR
Cotter,AR,Baxter ,34260,CotterAR
Coy,AR,Lonoke ,30780,CoyAR
Crawfordsville,AR,Crittenden ,32820,CrawfordsvilleAR
Cushman,AR,Independence ,12900,CushmanAR
Danville,AR,Yell ,40780,DanvilleAR
Dardanelle,AR,Yell ,40780,DardanelleAR
Decatur,AR,Benton ,22220,DecaturAR
Delaplaine,AR,Greene ,37500,DelaplaineAR
Dell,AR,Mississippi ,14180,DellAR
Denning,AR,Franklin ,22900,DenningAR
Diamond City,AR,Boone ,25460,Diamond CityAR
Donaldson,AR,Hot Spring ,31680,DonaldsonAR
Dover,AR,Pope ,40780,DoverAR
Dyer,AR,Crawford ,22900,DyerAR
Dyess,AR,Mississippi ,14180,DyessAR
Earle,AR,Crittenden ,32820,EarleAR
East Camden,AR,Ouachita ,15780,East CamdenAR
East End,AR,Saline ,30780,East EndAR
Edmondson,AR,Crittenden ,32820,EdmondsonAR
Egypt,AR,Craighead ,27860,EgyptAR
El Dorado,AR,Union ,20980,El DoradoAR
Elaine,AR,Phillips ,25760,ElaineAR
Elkins,AR,Washington ,22220,ElkinsAR
Elm Springs,AR,Washington ,22220,Elm SpringsAR
