city,state_id,county,cbsa_code,lookup_helper
Asher,OK,Pottawatomie ,43060,AsherOK
Ashland,OK,Pittsburg ,32540,AshlandOK
Avant,OK,Osage ,46140,AvantOK
Badger Lee,OK,Sequoyah ,22900,Badger LeeOK
Barnsdall,OK,Osage ,46140,BarnsdallOK
Bartlesville,OK,Washington ,12780,BartlesvilleOK
Beggs,OK,Okmulgee ,46140,BeggsOK
Belfonte,OK,Sequoyah ,22900,BelfonteOK
Bennington,OK,Bryan ,20460,BenningtonOK
Bethany,OK,Oklahoma ,36420,BethanyOK
Bethel Acres,OK,Pottawatomie ,43060,Bethel AcresOK
Bison,OK,Garfield ,21420,BisonOK
Bixby,OK,Tulsa ,46140,BixbyOK
Blackburn,OK,Pawnee ,46140,BlackburnOK
Blackgum,OK,Sequoyah ,22900,BlackgumOK
Blackwell,OK,Kay ,38620,BlackwellOK
Blair,OK,Jackson ,11060,BlairOK
Blanchard,OK,McClain ,36420,BlanchardOK
Blanco,OK,Pittsburg ,32540,BlancoOK
Blue,OK,Bryan ,20460,BlueOK
Bokchito,OK,Bryan ,20460,BokchitoOK
Box,OK,Sequoyah ,22900,BoxOK
Boynton,OK,Muskogee ,34780,BoyntonOK
Bradley,OK,Grady ,36420,BradleyOK
Braggs,OK,Muskogee ,34780,BraggsOK
Braman,OK,Kay ,38620,BramanOK
Bray,OK,Stephens ,20340,BrayOK
Breckenridge,OK,Garfield ,21420,BreckenridgeOK
Brent,OK,Sequoyah ,22900,BrentOK
Bridge Creek,OK,Grady ,36420,Bridge CreekOK
Briggs,OK,Cherokee ,45140,BriggsOK
Bristow,OK,Creek ,46140,BristowOK
Broken Arrow,OK,Tulsa ,46140,Broken ArrowOK
Brooksville,OK,Pottawatomie ,43060,BrooksvilleOK
Brushy,OK,Sequoyah ,22900,BrushyOK
Burbank,OK,Osage ,46140,BurbankOK
Burneyville,OK,Love ,11620,BurneyvilleOK
Bushyhead,OK,Rogers ,46140,BushyheadOK
Butler,OK,Custer ,48220,ButlerOK
Byars,OK,McClain ,36420,ByarsOK
Byng,OK,Pontotoc ,10220,ByngOK
Cache,OK,Comanche ,30020,CacheOK
Caddo,OK,Bryan ,20460,CaddoOK
Calera,OK,Bryan ,20460,CaleraOK
Calumet,OK,Canadian ,36420,CalumetOK
Canadian,OK,Pittsburg ,32540,CanadianOK
Carlisle,OK,Sequoyah ,22900,CarlisleOK
Carlton Landing,OK,Pittsburg ,32540,Carlton LandingOK
Carney,OK,Lincoln ,36420,CarneyOK
Carrier,OK,Garfield ,21420,CarrierOK
Carter,OK,Beckham ,21120,CarterOK
Cartwright,OK,Bryan ,20460,CartwrightOK
Catoosa,OK,Rogers ,46140,CatoosaOK
Cedar Valley,OK,Logan ,36420,Cedar ValleyOK
Central High,OK,Stephens ,20340,Central HighOK
Chandler,OK,Lincoln ,36420,ChandlerOK
Chattanooga,OK,Comanche ,30020,ChattanoogaOK
Chelsea,OK,Rogers ,46140,ChelseaOK
Chickasha,OK,Grady ,36420,ChickashaOK
Choctaw,OK,Oklahoma ,36420,ChoctawOK
Cimarron City,OK,Logan ,36420,Cimarron CityOK
Claremore,OK,Rogers ,46140,ClaremoreOK
Cleveland,OK,Pawnee ,46140,ClevelandOK
Clinton,OK,Custer ,48220,ClintonOK
Colbert,OK,Bryan ,20460,ColbertOK
Cole,OK,McClain ,36420,ColeOK
Collinsville,OK,Tulsa ,46140,CollinsvilleOK
Comanche,OK,Stephens ,20340,ComancheOK
Commerce,OK,Ottawa ,33060,CommerceOK
Copan,OK,Washington ,12780,CopanOK
Council Hill,OK,Muskogee ,34780,Council HillOK
Covington,OK,Garfield ,21420,CovingtonOK
Coweta,OK,Wagoner ,46140,CowetaOK
Coyle,OK,Logan ,36420,CoyleOK
Crescent,OK,Logan ,36420,CrescentOK
Crowder,OK,Pittsburg ,32540,CrowderOK
Cushing,OK,Payne ,44660,CushingOK
Custer City,OK,Custer ,48220,Custer CityOK
Dale,OK,Pottawatomie ,43060,DaleOK
Davenport,OK,Lincoln ,36420,DavenportOK
Del City,OK,Oklahoma ,36420,Del CityOK
Depew,OK,Creek ,46140,DepewOK
Devol,OK,Cotton ,30020,DevolOK
Dewar,OK,Okmulgee ,46140,DewarOK
Dewey,OK,Washington ,12780,DeweyOK
Dibble,OK,McClain ,36420,DibbleOK
Dickson,OK,Carter ,11620,DicksonOK
Dotyville,OK,Ottawa ,33060,DotyvilleOK
Douglas,OK,Garfield ,21420,DouglasOK
Drummond,OK,Garfield ,21420,DrummondOK
Drumright,OK,Creek ,46140,DrumrightOK
Dry Creek,OK,Cherokee ,45140,Dry CreekOK
Duncan,OK,Stephens ,20340,DuncanOK
Durant,OK,Bryan ,20460,DurantOK
Dwight Mission,OK,Sequoyah ,22900,Dwight MissionOK
Earlsboro,OK,Pottawatomie ,43060,EarlsboroOK
East Duke,OK,Jackson ,11060,East DukeOK
Edmond,OK,Oklahoma ,36420,EdmondOK
El Reno,OK,Canadian ,36420,El RenoOK
Eldon,OK,Cherokee ,45140,EldonOK
Eldorado,OK,Jackson ,11060,EldoradoOK
Elgin,OK,Comanche ,30020,ElginOK
Elk City,OK,Beckham ,21120,Elk CityOK
Elmer,OK,Jackson ,11060,ElmerOK
Empire City,OK,Stephens ,20340,Empire CityOK
Enid,OK,Garfield ,21420,EnidOK
Erick,OK,Beckham ,21120,ErickOK
Etowah,OK,Cleveland ,36420,EtowahOK
Evening Shade,OK,Sequoyah ,22900,Evening ShadeOK
Fair Oaks,OK,Wagoner ,46140,Fair OaksOK
Fairfax,OK,Osage ,46140,FairfaxOK
Fairland,OK,Ottawa ,33060,FairlandOK
Fairmont,OK,Garfield ,21420,FairmontOK
Fallis,OK,Lincoln ,36420,FallisOK
Fargo,OK,Ellis ,49260,FargoOK
Faxon,OK,Comanche ,30020,FaxonOK
Fitzhugh,OK,Pontotoc ,10220,FitzhughOK
Fletcher,OK,Comanche ,30020,FletcherOK
Flute Springs,OK,Sequoyah ,22900,Flute SpringsOK
Foraker,OK,Osage ,46140,ForakerOK
Forest Park,OK,Oklahoma ,36420,Forest ParkOK
Fort Gibson,OK,Muskogee ,34780,Fort GibsonOK
Fort Supply,OK,Woodward ,49260,Fort SupplyOK
Foyil,OK,Rogers ,46140,FoyilOK
Francis,OK,Pontotoc ,10220,FrancisOK
Friendship,OK,Jackson ,11060,FriendshipOK
Gage,OK,Ellis ,49260,GageOK
Gans,OK,Sequoyah ,22900,GansOK
Garber,OK,Garfield ,21420,GarberOK
Gene Autry,OK,Carter ,11620,Gene AutryOK
Geronimo,OK,Comanche ,30020,GeronimoOK
Gideon,OK,Cherokee ,45140,GideonOK
Glencoe,OK,Payne ,44660,GlencoeOK
Glenpool,OK,Tulsa ,46140,GlenpoolOK
Goldsby,OK,McClain ,36420,GoldsbyOK
Goodwell,OK,Texas ,25100,GoodwellOK
Gore,OK,Sequoyah ,22900,GoreOK
Grainola,OK,Osage ,46140,GrainolaOK
Grandview,OK,Cherokee ,45140,GrandviewOK
Grayson,OK,Okmulgee ,46140,GraysonOK
Gregory,OK,Rogers ,46140,GregoryOK
Guthrie,OK,Logan ,36420,GuthrieOK
Guymon,OK,Texas ,25100,GuymonOK
Haileyville,OK,Pittsburg ,32540,HaileyvilleOK
Hallett,OK,Pawnee ,46140,HallettOK
Hardesty,OK,Texas ,25100,HardestyOK
Harrah,OK,Oklahoma ,36420,HarrahOK
Hartshorne,OK,Pittsburg ,32540,HartshorneOK
Haskell,OK,Muskogee ,34780,HaskellOK
Headrick,OK,Jackson ,11060,HeadrickOK
Healdton,OK,Carter ,11620,HealdtonOK
Hendrix,OK,Bryan ,20460,HendrixOK
Henryetta,OK,Okmulgee ,46140,HenryettaOK
Hillsdale,OK,Garfield ,21420,HillsdaleOK
Hoffman,OK,Okmulgee ,46140,HoffmanOK
Hominy,OK,Osage ,46140,HominyOK
Hooker,OK,Texas ,25100,HookerOK
Hulbert,OK,Cherokee ,45140,HulbertOK
Hunter,OK,Garfield ,21420,HunterOK
Indiahoma,OK,Comanche ,30020,IndiahomaOK
Indianola,OK,Pittsburg ,32540,IndianolaOK
Inola,OK,Rogers ,46140,InolaOK
Jenks,OK,Tulsa ,46140,JenksOK
Jennings,OK,Pawnee ,46140,JenningsOK
Johnson,OK,Pottawatomie ,43060,JohnsonOK
Jones,OK,Oklahoma ,36420,JonesOK
Justice,OK,Rogers ,46140,JusticeOK
Kaw City,OK,Kay ,38620,Kaw CityOK
Kellyville,OK,Creek ,46140,KellyvilleOK
Kemp,OK,Bryan ,20460,KempOK
Kendrick,OK,Lincoln ,36420,KendrickOK
Kenefic,OK,Bryan ,20460,KeneficOK
Keys,OK,Cherokee ,45140,KeysOK
Kiefer,OK,Creek ,46140,KieferOK
Kildare,OK,Kay ,38620,KildareOK
Kiowa,OK,Pittsburg ,32540,KiowaOK
Krebs,OK,Pittsburg ,32540,KrebsOK
Kremlin,OK,Garfield ,21420,KremlinOK
Lahoma,OK,Garfield ,21420,LahomaOK
Lake Aluma,OK,Oklahoma ,36420,Lake AlumaOK
Langston,OK,Logan ,36420,LangstonOK
Latta,OK,Pontotoc ,10220,LattaOK
Lawrence Creek,OK,Creek ,46140,Lawrence CreekOK
Lawton,OK,Comanche ,30020,LawtonOK
Leon,OK,Love ,11620,LeonOK
Lexington,OK,Cleveland ,36420,LexingtonOK
Liberty,OK,Tulsa ,46140,LibertyOK
Limestone,OK,Rogers ,46140,LimestoneOK
Loco,OK,Stephens ,20340,LocoOK
Lone Grove,OK,Carter ,11620,Lone GroveOK
Long,OK,Sequoyah ,22900,LongOK
Longtown,OK,Pittsburg ,32540,LongtownOK
Lost City,OK,Cherokee ,45140,Lost CityOK
Lotsee,OK,Tulsa ,46140,LotseeOK
Luther,OK,Oklahoma ,36420,LutherOK
Macomb,OK,Pottawatomie ,43060,MacombOK
Mannford,OK,Creek ,46140,MannfordOK
Maramec,OK,Pawnee ,46140,MaramecOK
Marble City,OK,Sequoyah ,22900,Marble CityOK
Marietta,OK,Love ,11620,MariettaOK
Marlow,OK,Stephens ,20340,MarlowOK
Marshall,OK,Logan ,36420,MarshallOK
Martha,OK,Jackson ,11060,MarthaOK
McAlester,OK,Pittsburg ,32540,McAlesterOK
McCord,OK,Osage ,46140,McCordOK
McLoud,OK,Pottawatomie ,43060,McLoudOK
Mead,OK,Bryan ,20460,MeadOK
Medicine Park,OK,Comanche ,30020,Medicine ParkOK
Meeker,OK,Lincoln ,36420,MeekerOK
Meridian,OK,Logan ,36420,MeridianOK
Miami,OK,Ottawa ,33060,MiamiOK
Midwest City,OK,Oklahoma ,36420,Midwest CityOK
Minco,OK,Grady ,36420,MincoOK
Moffett,OK,Sequoyah ,22900,MoffettOK
Moore,OK,Cleveland ,36420,MooreOK
Mooreland,OK,Woodward ,49260,MoorelandOK
Morris,OK,Okmulgee ,46140,MorrisOK
Mounds,OK,Creek ,46140,MoundsOK
Muldrow,OK,Sequoyah ,22900,MuldrowOK
Mulhall,OK,Logan ,36420,MulhallOK
Muskogee,OK,Muskogee ,34780,MuskogeeOK
Mustang,OK,Canadian ,36420,MustangOK
Mutual,OK,Woodward ,49260,MutualOK
Narcissa,OK,Ottawa ,33060,NarcissaOK
Nardin,OK,Kay ,38620,NardinOK
Newcastle,OK,McClain ,36420,NewcastleOK
Newkirk,OK,Kay ,38620,NewkirkOK
Nichols Hills,OK,Oklahoma ,36420,Nichols HillsOK
Nicoma Park,OK,Oklahoma ,36420,Nicoma ParkOK
Nicut,OK,Sequoyah ,22900,NicutOK
Ninnekah,OK,Grady ,36420,NinnekahOK
Noble,OK,Cleveland ,36420,NobleOK
Norge,OK,Grady ,36420,NorgeOK
Norman,OK,Cleveland ,36420,NormanOK
North Enid,OK,Garfield ,21420,North EnidOK
North Miami,OK,Ottawa ,33060,North MiamiOK
Notchietown,OK,Sequoyah ,22900,NotchietownOK
Oak Grove,OK,Pawnee ,46140,Oak GroveOK
Oakhurst,OK,Tulsa ,46140,OakhurstOK
Ochelata,OK,Washington ,12780,OchelataOK
Oilton,OK,Creek ,46140,OiltonOK
Okarche,OK,Canadian ,36420,OkarcheOK
Okay,OK,Wagoner ,46140,OkayOK
Oklahoma City,OK,Oklahoma ,36420,Oklahoma CityOK
Okmulgee,OK,Okmulgee ,46140,OkmulgeeOK
Oktaha,OK,Muskogee ,34780,OktahaOK
Olustee,OK,Jackson ,11060,OlusteeOK
Oologah,OK,Rogers ,46140,OologahOK
Optima,OK,Texas ,25100,OptimaOK
Orlando,OK,Logan ,36420,OrlandoOK
Osage,OK,Osage ,46140,OsageOK
Owasso,OK,Tulsa ,46140,OwassoOK
Paradise Hill,OK,Sequoyah ,22900,Paradise HillOK
Park Hill,OK,Cherokee ,45140,Park HillOK
Pawhuska,OK,Osage ,46140,PawhuskaOK
Pawnee,OK,Pawnee ,46140,PawneeOK
Peggs,OK,Cherokee ,45140,PeggsOK
Peoria,OK,Ottawa ,33060,PeoriaOK
Perkins,OK,Payne ,44660,PerkinsOK
Pettit,OK,Cherokee ,45140,PettitOK
Piedmont,OK,Canadian ,36420,PiedmontOK
Pinhook Corner,OK,Sequoyah ,22900,Pinhook CornerOK
Pink,OK,Pottawatomie ,43060,PinkOK
Pittsburg,OK,Pittsburg ,32540,PittsburgOK
Platter,OK,Bryan ,20460,PlatterOK
Pocasset,OK,Grady ,36420,PocassetOK
Ponca City,OK,Kay ,38620,Ponca CityOK
Porter,OK,Wagoner ,46140,PorterOK
Porum,OK,Muskogee ,34780,PorumOK
Prague,OK,Lincoln ,36420,PragueOK
Prue,OK,Osage ,46140,PrueOK
Purcell,OK,McClain ,36420,PurcellOK
Quapaw,OK,Ottawa ,33060,QuapawOK
Quinton,OK,Pittsburg ,32540,QuintonOK
Ralston,OK,Pawnee ,46140,RalstonOK
Ramona,OK,Washington ,12780,RamonaOK
Randlett,OK,Cotton ,30020,RandlettOK
Ratliff City,OK,Carter ,11620,Ratliff CityOK
Redbird,OK,Wagoner ,46140,RedbirdOK
Redbird Smith,OK,Sequoyah ,22900,Redbird SmithOK
Remy,OK,Sequoyah ,22900,RemyOK
Ripley,OK,Payne ,44660,RipleyOK
River Bottom,OK,Muskogee ,34780,River BottomOK
Roff,OK,Pontotoc ,10220,RoffOK
Roland,OK,Sequoyah ,22900,RolandOK
Rosedale,OK,McClain ,36420,RosedaleOK
Rush Springs,OK,Grady ,36420,Rush SpringsOK
Sallisaw,OK,Sequoyah ,22900,SallisawOK
Sand Hill,OK,Muskogee ,34780,Sand HillOK
Sand Springs,OK,Tulsa ,46140,Sand SpringsOK
Sapulpa,OK,Creek ,46140,SapulpaOK
Savanna,OK,Pittsburg ,32540,SavannaOK
Sayre,OK,Beckham ,21120,SayreOK
Schulter,OK,Okmulgee ,46140,SchulterOK
Scraper,OK,Cherokee ,45140,ScraperOK
Sequoyah,OK,Rogers ,46140,SequoyahOK
Shady Grove,OK,Cherokee ,45140,Shady GroveOK
Shamrock,OK,Creek ,46140,ShamrockOK
Sharon,OK,Woodward ,49260,SharonOK
Shattuck,OK,Ellis ,49260,ShattuckOK
Shawnee,OK,Pottawatomie ,43060,ShawneeOK
Shidler,OK,Osage ,46140,ShidlerOK
Short,OK,Sequoyah ,22900,ShortOK
Silo,OK,Bryan ,20460,SiloOK
Simms,OK,Muskogee ,34780,SimmsOK
Skedee,OK,Pawnee ,46140,SkedeeOK
Skiatook,OK,Osage ,46140,SkiatookOK
Slaughterville,OK,Cleveland ,36420,SlaughtervilleOK
Slick,OK,Creek ,46140,SlickOK
Smith Village,OK,Oklahoma ,36420,Smith VillageOK
Sour John,OK,Muskogee ,34780,Sour JohnOK
Sparks,OK,Lincoln ,36420,SparksOK
Spencer,OK,Oklahoma ,36420,SpencerOK
Sperry,OK,Tulsa ,46140,SperryOK
Springer,OK,Carter ,11620,SpringerOK
St. Louis,OK,Pottawatomie ,43060,St. LouisOK
Steely Hollow,OK,Cherokee ,45140,Steely HollowOK
Sterling,OK,Comanche ,30020,SterlingOK
Stillwater,OK,Payne ,44660,StillwaterOK
Stonewall,OK,Pontotoc ,10220,StonewallOK
Stoney Point,OK,Sequoyah ,22900,Stoney PointOK
Stroud,OK,Lincoln ,36420,StroudOK
Summit,OK,Muskogee ,34780,SummitOK
Sweetwater,OK,Beckham ,21120,SweetwaterOK
Taft,OK,Muskogee ,34780,TaftOK
Tahlequah,OK,Cherokee ,45140,TahlequahOK
Talala,OK,Rogers ,46140,TalalaOK
Tatums,OK,Carter ,11620,TatumsOK
Tecumseh,OK,Pottawatomie ,43060,TecumsehOK
Temple,OK,Cotton ,30020,TempleOK
Tenkiller,OK,Cherokee ,45140,TenkillerOK
Teresita,OK,Cherokee ,45140,TeresitaOK
Terlton,OK,Pawnee ,46140,TerltonOK
Texhoma,OK,Texas ,25100,TexhomaOK
Texola,OK,Beckham ,21120,TexolaOK
Thackerville,OK,Love ,11620,ThackervilleOK
The Village,OK,Oklahoma ,36420,The VillageOK
Thomas,OK,Custer ,48220,ThomasOK
Tiawah,OK,Rogers ,46140,TiawahOK
Tonkawa,OK,Kay ,38620,TonkawaOK
Tribbey,OK,Pottawatomie ,43060,TribbeyOK
Tryon,OK,Lincoln ,36420,TryonOK
Tullahassee,OK,Wagoner ,46140,TullahasseeOK
Tulsa,OK,Tulsa ,46140,TulsaOK
Turley,OK,Tulsa ,46140,TurleyOK
Tuttle,OK,Grady ,36420,TuttleOK
Tyrone,OK,Texas ,25100,TyroneOK
Union City,OK,Canadian ,36420,Union CityOK
Valley Brook,OK,Oklahoma ,36420,Valley BrookOK
Valley Park,OK,Rogers ,46140,Valley ParkOK
Velma,OK,Stephens ,20340,VelmaOK
Vera,OK,Washington ,12780,VeraOK
Verden,OK,Grady ,36420,VerdenOK
Verdigris,OK,Rogers ,46140,VerdigrisOK
Vian,OK,Sequoyah ,22900,VianOK
Wagoner,OK,Wagoner ,46140,WagonerOK
Wainwright,OK,Muskogee ,34780,WainwrightOK
Walters,OK,Cotton ,30020,WaltersOK
Wanette,OK,Pottawatomie ,43060,WanetteOK
Warner,OK,Muskogee ,34780,WarnerOK
Warr Acres,OK,Oklahoma ,36420,Warr AcresOK
Warwick,OK,Lincoln ,36420,WarwickOK
Washington,OK,McClain ,36420,WashingtonOK
Waukomis,OK,Garfield ,21420,WaukomisOK
Wayne,OK,McClain ,36420,WayneOK
Weatherford,OK,Custer ,48220,WeatherfordOK
Webb City,OK,Osage ,46140,Webb CityOK
Webbers Falls,OK,Muskogee ,34780,Webbers FallsOK
Welling,OK,Cherokee ,45140,WellingOK
Wellston,OK,Lincoln ,36420,WellstonOK
Westport,OK,Pawnee ,46140,WestportOK
Wilson,OK,Carter ,11620,WilsonOK
Winchester,OK,Okmulgee ,46140,WinchesterOK
Woodall,OK,Cherokee ,45140,WoodallOK
Woodlawn Park,OK,Oklahoma ,36420,Woodlawn ParkOK
Woodward,OK,Woodward ,49260,WoodwardOK
Wyandotte,OK,Ottawa ,33060,WyandotteOK
Wynona,OK,Osage ,46140,WynonaOK
Yale,OK,Payne ,44660,YaleOK
Yukon,OK,Canadian ,36420,YukonOK
Zeb,OK,Cherokee ,45140,ZebOK
Adair Village,OR,Benton ,18700,Adair VillageOR
Adams,OR,Umatilla ,25840,AdamsOR
Adrian,OR,Malheur ,36620,AdrianOR
Albany,OR,Linn ,10540,AlbanyOR
Aloha,OR,Washington ,38900,AlohaOR
Alpine,OR,Benton ,18700,AlpineOR
Alsea,OR,Benton ,18700,AlseaOR
Altamont,OR,Klamath ,28900,AltamontOR
Amity,OR,Yamhill ,38900,AmityOR
Annex,OR,Malheur ,36620,AnnexOR
Antelope,OR,Wasco ,45520,AntelopeOR
Ashland,OR,Jackson ,32780,AshlandOR
Astoria,OR,Clatsop ,11820,AstoriaOR
Athena,OR,Umatilla ,25840,AthenaOR
Aumsville,OR,Marion ,41420,AumsvilleOR
Aurora,OR,Marion ,41420,AuroraOR
Bandon,OR,Coos ,18300,BandonOR
Banks,OR,Washington ,38900,BanksOR
Barlow,OR,Clackamas ,38900,BarlowOR
Barview,OR,Coos ,18300,BarviewOR
Beatty,OR,Klamath ,28900,BeattyOR
Beavercreek,OR,Clackamas ,38900,BeavercreekOR
Beaverton,OR,Washington ,38900,BeavertonOR
Bellfountain,OR,Benton ,18700,BellfountainOR
Bend,OR,Deschutes ,13460,BendOR
Bethany,OR,Washington ,38900,BethanyOR
Black Butte Ranch,OR,Deschutes ,13460,Black Butte RanchOR
Blodgett,OR,Benton ,18700,BlodgettOR
Boardman,OR,Morrow ,25840,BoardmanOR
Bonanza,OR,Klamath ,28900,BonanzaOR
Brogan,OR,Malheur ,36620,BroganOR
Brookings,OR,Curry ,15060,BrookingsOR
Brooks,OR,Marion ,41420,BrooksOR
Brownsville,OR,Linn ,10540,BrownsvilleOR
Bull Mountain,OR,Washington ,38900,Bull MountainOR
Bunker Hill,OR,Coos ,18300,Bunker HillOR
Butte Falls,OR,Jackson ,32780,Butte FallsOR
Butteville,OR,Marion ,41420,ButtevilleOR
Canby,OR,Clackamas ,38900,CanbyOR
Cannon Beach,OR,Clatsop ,11820,Cannon BeachOR
Canyonville,OR,Douglas ,40700,CanyonvilleOR
Carlton,OR,Yamhill ,38900,CarltonOR
Cascade Locks,OR,Hood River ,26220,Cascade LocksOR
Cascadia,OR,Linn ,10540,CascadiaOR
Cave Junction,OR,Josephine ,24420,Cave JunctionOR
Cayuse,OR,Umatilla ,25840,CayuseOR
Cedar Hills,OR,Washington ,38900,Cedar HillsOR
Cedar Mill,OR,Washington ,38900,Cedar MillOR
Central Point,OR,Jackson ,32780,Central PointOR
Chenoweth,OR,Wasco ,45520,ChenowethOR
Chiloquin,OR,Klamath ,28900,ChiloquinOR
Clatskanie,OR,Columbia ,38900,ClatskanieOR
Coburg,OR,Lane ,21660,CoburgOR
Columbia City,OR,Columbia ,38900,Columbia CityOR
Coos Bay,OR,Coos ,18300,Coos BayOR
Coquille,OR,Coos ,18300,CoquilleOR
Cornelius,OR,Washington ,38900,CorneliusOR
Corvallis,OR,Benton ,18700,CorvallisOR
Cottage Grove,OR,Lane ,21660,Cottage GroveOR
Cove,OR,Union ,29260,CoveOR
Crabtree,OR,Linn ,10540,CrabtreeOR
Crawfordsville,OR,Linn ,10540,CrawfordsvilleOR
Creswell,OR,Lane ,21660,CreswellOR
Dallas,OR,Polk ,41420,DallasOR
Damascus,OR,Clackamas ,38900,DamascusOR
Days Creek,OR,Douglas ,40700,Days CreekOR
Dayton,OR,Yamhill ,38900,DaytonOR
Deer Island,OR,Columbia ,38900,Deer IslandOR
Depoe Bay,OR,Lincoln ,35440,Depoe BayOR
Deschutes River Woods,OR,Deschutes ,13460,Deschutes River WoodsOR
Detroit,OR,Marion ,41420,DetroitOR
Dillard,OR,Douglas ,40700,DillardOR
Donald,OR,Marion ,41420,DonaldOR
Drain,OR,Douglas ,40700,DrainOR
Dufur,OR,Wasco ,45520,DufurOR
Dundee,OR,Yamhill ,38900,DundeeOR
Dunes City,OR,Lane ,21660,Dunes CityOR
Durham,OR,Washington ,38900,DurhamOR
Eagle Crest,OR,Deschutes ,13460,Eagle CrestOR
Eagle Point,OR,Jackson ,32780,Eagle PointOR
Echo,OR,Umatilla ,25840,EchoOR
Elgin,OR,Union ,29260,ElginOR
Elkton,OR,Douglas ,40700,ElktonOR
Eola,OR,Polk ,41420,EolaOR
Estacada,OR,Clackamas ,38900,EstacadaOR
Eugene,OR,Lane ,21660,EugeneOR
Fair Oaks,OR,Douglas ,40700,Fair OaksOR
Fairview,OR,Multnomah ,38900,FairviewOR
Falls City,OR,Polk ,41420,Falls CityOR
Florence,OR,Lane ,21660,FlorenceOR
Foots Creek,OR,Jackson ,32780,Foots CreekOR
Forest Grove,OR,Washington ,38900,Forest GroveOR
Fort Hill,OR,Polk ,41420,Fort HillOR
Four Corners,OR,Marion ,41420,Four CornersOR
Garden Home-Whitford,OR,Washington ,38900,Garden Home-WhitfordOR
Gardiner,OR,Douglas ,40700,GardinerOR
Gaston,OR,Washington ,38900,GastonOR
Gates,OR,Marion ,41420,GatesOR
Gearhart,OR,Clatsop ,11820,GearhartOR
Gervais,OR,Marion ,41420,GervaisOR
Gladstone,OR,Clackamas ,38900,GladstoneOR
Glasgow,OR,Coos ,18300,GlasgowOR
Glendale,OR,Douglas ,40700,GlendaleOR
Glide,OR,Douglas ,40700,GlideOR
Gold Beach,OR,Curry ,15060,Gold BeachOR
Gold Hill,OR,Jackson ,32780,Gold HillOR
Gopher Flats,OR,Umatilla ,25840,Gopher FlatsOR
Government Camp,OR,Clackamas ,38900,Government CampOR
Grand Ronde,OR,Polk ,41420,Grand RondeOR
Grants Pass,OR,Josephine ,24420,Grants PassOR
Green,OR,Douglas ,40700,GreenOR
Gresham,OR,Multnomah ,38900,GreshamOR
Halsey,OR,Linn ,10540,HalseyOR
Happy Valley,OR,Clackamas ,38900,Happy ValleyOR
Harbor,OR,Curry ,15060,HarborOR
Harper,OR,Malheur ,36620,HarperOR
Harrisburg,OR,Linn ,10540,HarrisburgOR
Hayesville,OR,Marion ,41420,HayesvilleOR
Helix,OR,Umatilla ,25840,HelixOR
Heppner,OR,Morrow ,25840,HeppnerOR
Hermiston,OR,Umatilla ,25840,HermistonOR
Hillsboro,OR,Washington ,38900,HillsboroOR
Holley,OR,Linn ,10540,HolleyOR
Hood River,OR,Hood River ,26220,Hood RiverOR
Hubbard,OR,Marion ,41420,HubbardOR
Idanha,OR,Marion ,41420,IdanhaOR
Imbler,OR,Union ,29260,ImblerOR
Independence,OR,Polk ,41420,IndependenceOR
Ione,OR,Morrow ,25840,IoneOR
Irrigon,OR,Morrow ,25840,IrrigonOR
Island City,OR,Union ,29260,Island CityOR
Jacksonville,OR,Jackson ,32780,JacksonvilleOR
Jeffers Gardens,OR,Clatsop ,11820,Jeffers GardensOR
Jefferson,OR,Marion ,41420,JeffersonOR
Jennings Lodge,OR,Clackamas ,38900,Jennings LodgeOR
Johnson City,OR,Clackamas ,38900,Johnson CityOR
Jordan Valley,OR,Malheur ,36620,Jordan ValleyOR
Junction City,OR,Lane ,21660,Junction CityOR
Juntura,OR,Malheur ,36620,JunturaOR
Keizer,OR,Marion ,41420,KeizerOR
Kerby,OR,Josephine ,24420,KerbyOR
King City,OR,Washington ,38900,King CityOR
Kings Valley,OR,Benton ,18700,Kings ValleyOR
Kirkpatrick,OR,Umatilla ,25840,KirkpatrickOR
Klamath Falls,OR,Klamath ,28900,Klamath FallsOR
La Grande,OR,Union ,29260,La GrandeOR
La Pine,OR,Deschutes ,13460,La PineOR
Labish Village,OR,Marion ,41420,Labish VillageOR
Lacomb,OR,Linn ,10540,LacombOR
Lafayette,OR,Yamhill ,38900,LafayetteOR
Lake Oswego,OR,Clackamas ,38900,Lake OswegoOR
Lakeside,OR,Coos ,18300,LakesideOR
Langlois,OR,Curry ,15060,LangloisOR
Lebanon,OR,Linn ,10540,LebanonOR
Lexington,OR,Morrow ,25840,LexingtonOR
Lincoln Beach,OR,Lincoln ,35440,Lincoln BeachOR
Lincoln City,OR,Lincoln ,35440,Lincoln CityOR
Lookingglass,OR,Douglas ,40700,LookingglassOR
Lowell,OR,Lane ,21660,LowellOR
Lyons,OR,Linn ,10540,LyonsOR
Malin,OR,Klamath ,28900,MalinOR
Marion,OR,Marion ,41420,MarionOR
Maupin,OR,Wasco ,45520,MaupinOR
Maywood Park,OR,Multnomah ,38900,Maywood ParkOR
McMinnville,OR,Yamhill ,38900,McMinnvilleOR
Medford,OR,Jackson ,32780,MedfordOR
Mehama,OR,Marion ,41420,MehamaOR
Melrose,OR,Douglas ,40700,MelroseOR
Merlin,OR,Josephine ,24420,MerlinOR
Merrill,OR,Klamath ,28900,MerrillOR
